Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Temperature,Traffic_Level,Parking_Occupancy,Mobile_Density,Historical_Average_Visitors,Crowd_Level,Waiting_Time
Hyderabad Exhibition Centre,Event Venue,2025-08-12,Tuesday,8,No,No,No,Sunny,33.9,Medium,29.0,Medium,2445,Medium,30
Hyderabad Exhibition Centre,Event Venue,2025-08-12,Tuesday,11,No,No,No,Sunny,30.7,High,41.5,Medium,5281,High,28
Hyderabad Exhibition Centre,Event Venue,2025-08-12,Tuesday,15,No,No,No,Sunny,28.2,Medium,53.8,High,9109,Very High,69
Hyderabad Exhibition Centre,Event Venue,2025-08-12,Tuesday,19,No,No,No,Cloudy,31.1,High,76.1,High,10564,Very High,163
Hyderabad Exhibition Centre,Event Venue,2025-08-13,Wednesday,8,No,No,No,Sunny,33.1,Low,26.6,Low,2419,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-08-13,Wednesday,11,No,No,No,Rainy,32.5,Medium,25.9,Low,5472,Medium,10
Hyderabad Exhibition Centre,Event Venue,2025-08-13,Wednesday,15,No,No,No,Cloudy,27.9,Medium,53.1,Medium,9476,High,49
Hyderabad Exhibition Centre,Event Venue,2025-08-13,Wednesday,19,No,No,No,Sunny,29.7,High,86.4,High,11677,Very High,148
Hyderabad Exhibition Centre,Event Venue,2025-08-14,Thursday,8,No,No,No,Rainy,33.6,Low,23.8,Low,2419,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-14,Thursday,11,No,No,No,Sunny,35.8,Low,44.6,Medium,5005,Medium,25
Hyderabad Exhibition Centre,Event Venue,2025-08-14,Thursday,15,No,No,No,Sunny,34.7,High,70.0,High,9304,Very High,107
Hyderabad Exhibition Centre,Event Venue,2025-08-14,Thursday,19,No,No,No,Cloudy,32.9,Medium,82.3,High,11548,Very High,171
Hyderabad Exhibition Centre,Event Venue,2025-08-15,Friday,8,No,Yes,Yes,Sunny,31.5,Low,35.8,Low,3413,Low,45
Hyderabad Exhibition Centre,Event Venue,2025-08-15,Friday,11,No,Yes,Yes,Sunny,32.3,Medium,31.7,Low,7150,High,54
Hyderabad Exhibition Centre,Event Venue,2025-08-15,Friday,15,No,Yes,Yes,Sunny,31.3,High,42.5,Medium,11184,High,107
Hyderabad Exhibition Centre,Event Venue,2025-08-15,Friday,19,No,Yes,Yes,Sunny,29.9,High,66.5,Medium,17089,Very High,122
Hyderabad Exhibition Centre,Event Venue,2025-08-16,Saturday,8,Yes,No,Yes,Sunny,28.4,Low,21.9,Low,3359,Medium,34
Hyderabad Exhibition Centre,Event Venue,2025-08-16,Saturday,11,Yes,No,Yes,Rainy,28.8,Medium,24.7,Low,7418,Medium,45
Hyderabad Exhibition Centre,Event Venue,2025-08-16,Saturday,15,Yes,No,Yes,Sunny,29.0,High,49.5,High,11876,High,72
Hyderabad Exhibition Centre,Event Venue,2025-08-16,Saturday,19,Yes,No,Yes,Rainy,29.4,High,70.1,High,15703,High,111
Hyderabad Exhibition Centre,Event Venue,2025-08-17,Sunday,8,Yes,No,No,Sunny,28.6,Medium,44.7,Low,2656,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-17,Sunday,11,Yes,No,No,Sunny,28.5,Medium,49.8,Medium,5851,Medium,45
Hyderabad Exhibition Centre,Event Venue,2025-08-17,Sunday,15,Yes,No,No,Sunny,27.6,High,49.7,High,10430,High,53
Hyderabad Exhibition Centre,Event Venue,2025-08-17,Sunday,19,Yes,No,No,Sunny,28.8,High,78.2,High,12560,Very High,144
Hyderabad Exhibition Centre,Event Venue,2025-08-18,Monday,8,No,No,No,Cloudy,30.0,Low,20.1,Low,2483,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-08-18,Monday,11,No,No,No,Cloudy,32.0,Medium,38.9,Medium,5116,Medium,40
Hyderabad Exhibition Centre,Event Venue,2025-08-18,Monday,15,No,No,No,Sunny,31.4,Medium,78.1,Medium,9339,Very High,70
Hyderabad Exhibition Centre,Event Venue,2025-08-18,Monday,19,No,No,No,Rainy,31.3,Medium,60.0,High,11755,High,65
Hyderabad Exhibition Centre,Event Venue,2025-08-19,Tuesday,8,No,No,No,Rainy,28.8,Low,23.7,Low,2326,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-19,Tuesday,11,No,No,No,Sunny,26.6,High,53.9,Medium,5798,High,60
Hyderabad Exhibition Centre,Event Venue,2025-08-19,Tuesday,15,No,No,No,Sunny,31.0,Medium,65.1,Medium,8317,High,68
Hyderabad Exhibition Centre,Event Venue,2025-08-19,Tuesday,19,No,No,No,Rainy,31.1,High,58.6,High,11502,High,74
Hyderabad Exhibition Centre,Event Venue,2025-08-20,Wednesday,8,No,No,No,Sunny,31.2,Low,30.9,Low,2426,Low,12
Hyderabad Exhibition Centre,Event Venue,2025-08-20,Wednesday,11,No,No,No,Cloudy,31.8,High,50.8,Medium,4975,Medium,27
Hyderabad Exhibition Centre,Event Venue,2025-08-20,Wednesday,15,No,No,No,Sunny,31.0,High,62.1,Medium,8069,Very High,87
Hyderabad Exhibition Centre,Event Venue,2025-08-20,Wednesday,19,No,No,No,Cloudy,28.4,High,92.9,High,11324,High,123
Hyderabad Exhibition Centre,Event Venue,2025-08-21,Thursday,8,No,No,No,Sunny,30.1,Low,10.9,Medium,2386,Low,11
Hyderabad Exhibition Centre,Event Venue,2025-08-21,Thursday,11,No,No,No,Sunny,27.9,Medium,47.5,Medium,5232,High,74
Hyderabad Exhibition Centre,Event Venue,2025-08-21,Thursday,15,No,No,No,Sunny,28.8,Medium,68.3,Medium,9351,High,82
Hyderabad Exhibition Centre,Event Venue,2025-08-21,Thursday,19,No,No,No,Sunny,30.8,High,70.5,Medium,11903,Very High,90
Hyderabad Exhibition Centre,Event Venue,2025-08-22,Friday,8,No,No,No,Rainy,26.3,Medium,18.5,Low,2202,Low,20
Hyderabad Exhibition Centre,Event Venue,2025-08-22,Friday,11,No,No,No,Cloudy,31.7,Medium,43.8,Medium,5585,Medium,14
Hyderabad Exhibition Centre,Event Venue,2025-08-22,Friday,15,No,No,No,Sunny,33.2,Medium,61.7,Medium,8573,Very High,72
Hyderabad Exhibition Centre,Event Venue,2025-08-22,Friday,19,No,No,No,Sunny,32.8,High,89.4,High,11718,Very High,112
Hyderabad Exhibition Centre,Event Venue,2025-08-23,Saturday,8,Yes,No,No,Cloudy,35.4,Medium,32.7,Medium,2350,Low,12
Hyderabad Exhibition Centre,Event Venue,2025-08-23,Saturday,11,Yes,No,No,Rainy,31.2,Medium,20.2,Low,6131,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-23,Saturday,15,Yes,No,No,Sunny,31.2,Medium,66.4,Medium,9725,High,49
Hyderabad Exhibition Centre,Event Venue,2025-08-23,Saturday,19,Yes,No,No,Rainy,31.5,Medium,53.5,High,11501,Very High,110
Hyderabad Exhibition Centre,Event Venue,2025-08-24,Sunday,8,Yes,No,No,Rainy,26.7,Medium,6.4,Low,2746,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-24,Sunday,11,Yes,No,No,Cloudy,29.4,Medium,25.3,Medium,5842,Medium,51
Hyderabad Exhibition Centre,Event Venue,2025-08-24,Sunday,15,Yes,No,No,Sunny,30.0,High,63.2,Medium,9725,High,82
Hyderabad Exhibition Centre,Event Venue,2025-08-24,Sunday,19,Yes,No,No,Sunny,33.5,High,85.3,High,13986,Very High,141
Hyderabad Exhibition Centre,Event Venue,2025-08-25,Monday,8,No,No,No,Sunny,29.8,Low,22.5,Low,2424,Low,16
Hyderabad Exhibition Centre,Event Venue,2025-08-25,Monday,11,No,No,No,Sunny,25.7,Low,41.0,Medium,5262,Medium,38
Hyderabad Exhibition Centre,Event Venue,2025-08-25,Monday,15,No,No,No,Cloudy,31.7,Medium,48.6,Medium,8924,High,63
Hyderabad Exhibition Centre,Event Venue,2025-08-25,Monday,19,No,No,No,Rainy,30.8,Medium,71.7,High,11125,Very High,97
Hyderabad Exhibition Centre,Event Venue,2025-08-26,Tuesday,8,No,No,No,Sunny,30.7,Medium,25.8,Low,2329,Low,11
Hyderabad Exhibition Centre,Event Venue,2025-08-26,Tuesday,11,No,No,No,Sunny,33.2,Medium,41.6,Medium,5307,High,29
Hyderabad Exhibition Centre,Event Venue,2025-08-26,Tuesday,15,No,No,No,Rainy,30.6,Medium,50.0,Low,7981,Medium,40
Hyderabad Exhibition Centre,Event Venue,2025-08-26,Tuesday,19,No,No,No,Sunny,28.8,High,82.1,Medium,10530,Very High,106
Hyderabad Exhibition Centre,Event Venue,2025-08-27,Wednesday,8,No,Yes,Yes,Cloudy,29.7,High,33.1,Low,3113,Low,59
Hyderabad Exhibition Centre,Event Venue,2025-08-27,Wednesday,11,No,Yes,Yes,Sunny,28.1,Medium,53.1,Medium,7268,Medium,77
Hyderabad Exhibition Centre,Event Venue,2025-08-27,Wednesday,15,No,Yes,Yes,Rainy,29.7,Medium,50.6,Medium,10802,Medium,88
Hyderabad Exhibition Centre,Event Venue,2025-08-27,Wednesday,19,No,Yes,Yes,Sunny,27.5,Medium,82.1,High,15044,Very High,176
Hyderabad Exhibition Centre,Event Venue,2025-08-28,Thursday,8,No,No,No,Sunny,31.7,Low,22.6,Low,2549,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-28,Thursday,11,No,No,No,Sunny,30.7,Medium,50.5,Medium,4287,Medium,32
Hyderabad Exhibition Centre,Event Venue,2025-08-28,Thursday,15,No,No,No,Sunny,29.3,Medium,78.2,High,8218,High,79
Hyderabad Exhibition Centre,Event Venue,2025-08-28,Thursday,19,No,No,No,Cloudy,29.8,High,83.6,High,11704,Very High,84
Hyderabad Exhibition Centre,Event Venue,2025-08-29,Friday,8,No,No,No,Sunny,31.8,Low,26.1,Low,2018,Low,28
Hyderabad Exhibition Centre,Event Venue,2025-08-29,Friday,11,No,No,No,Sunny,29.1,Medium,54.3,Medium,4885,Medium,39
Hyderabad Exhibition Centre,Event Venue,2025-08-29,Friday,15,No,No,No,Sunny,27.1,Medium,59.6,Medium,8685,High,78
Hyderabad Exhibition Centre,Event Venue,2025-08-29,Friday,19,No,No,No,Rainy,28.4,Medium,47.2,Medium,11350,High,69
Hyderabad Exhibition Centre,Event Venue,2025-08-30,Saturday,8,Yes,No,No,Sunny,30.0,Medium,26.4,Low,2988,Low,16
Hyderabad Exhibition Centre,Event Venue,2025-08-30,Saturday,11,Yes,No,No,Sunny,28.7,High,39.9,Low,6130,Medium,21
Hyderabad Exhibition Centre,Event Venue,2025-08-30,Saturday,15,Yes,No,No,Rainy,30.5,Medium,54.6,Medium,9963,High,30
Hyderabad Exhibition Centre,Event Venue,2025-08-30,Saturday,19,Yes,No,No,Cloudy,32.5,Medium,80.9,Medium,13343,High,78
Hyderabad Exhibition Centre,Event Venue,2025-08-31,Sunday,8,Yes,No,No,Sunny,30.2,Low,29.0,Low,2772,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-08-31,Sunday,11,Yes,No,No,Sunny,32.0,Medium,31.3,Low,5457,Low,14
Hyderabad Exhibition Centre,Event Venue,2025-08-31,Sunday,15,Yes,No,No,Sunny,30.6,Medium,54.0,Medium,10110,High,51
Hyderabad Exhibition Centre,Event Venue,2025-08-31,Sunday,19,Yes,No,No,Sunny,26.4,High,73.9,High,12209,Very High,163
Hyderabad Exhibition Centre,Event Venue,2025-09-01,Monday,8,No,No,No,Rainy,29.4,Medium,18.5,Medium,2263,Medium,9
Hyderabad Exhibition Centre,Event Venue,2025-09-01,Monday,11,No,No,No,Sunny,28.7,Medium,61.0,Medium,5600,Medium,43
Hyderabad Exhibition Centre,Event Venue,2025-09-01,Monday,15,No,No,No,Cloudy,28.5,High,72.4,High,7331,High,92
Hyderabad Exhibition Centre,Event Venue,2025-09-01,Monday,19,No,No,No,Sunny,31.0,High,64.5,High,11523,Very High,98
Hyderabad Exhibition Centre,Event Venue,2025-09-02,Tuesday,8,No,No,No,Cloudy,33.7,Low,23.8,Low,2475,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-02,Tuesday,11,No,No,No,Cloudy,32.6,Medium,57.3,Medium,4770,High,24
Hyderabad Exhibition Centre,Event Venue,2025-09-02,Tuesday,15,No,No,No,Cloudy,28.1,Medium,46.8,Low,9160,High,48
Hyderabad Exhibition Centre,Event Venue,2025-09-02,Tuesday,19,No,No,No,Sunny,33.4,Medium,60.1,Medium,12057,High,69
Hyderabad Exhibition Centre,Event Venue,2025-09-03,Wednesday,8,No,No,No,Sunny,29.6,Low,31.7,Low,2390,Low,19
Hyderabad Exhibition Centre,Event Venue,2025-09-03,Wednesday,11,No,No,No,Cloudy,29.1,Medium,43.7,Medium,5016,High,43
Hyderabad Exhibition Centre,Event Venue,2025-09-03,Wednesday,15,No,No,No,Sunny,28.3,Medium,53.3,Medium,8843,High,42
Hyderabad Exhibition Centre,Event Venue,2025-09-03,Wednesday,19,No,No,No,Sunny,33.3,High,90.6,High,11454,Very High,146
Hyderabad Exhibition Centre,Event Venue,2025-09-04,Thursday,8,No,No,No,Sunny,28.8,Medium,27.8,Low,2255,Medium,19
Hyderabad Exhibition Centre,Event Venue,2025-09-04,Thursday,11,No,No,No,Cloudy,29.8,Low,22.5,Medium,4848,Medium,25
Hyderabad Exhibition Centre,Event Venue,2025-09-04,Thursday,15,No,No,No,Cloudy,29.2,Medium,58.4,High,7960,High,56
Hyderabad Exhibition Centre,Event Venue,2025-09-04,Thursday,19,No,No,No,Sunny,28.3,High,88.9,High,10135,Very High,123
Hyderabad Exhibition Centre,Event Venue,2025-09-05,Friday,8,No,No,Yes,Sunny,32.4,Medium,18.3,Low,2494,Low,46
Hyderabad Exhibition Centre,Event Venue,2025-09-05,Friday,11,No,No,Yes,Sunny,27.1,Low,44.7,Medium,5969,Medium,61
Hyderabad Exhibition Centre,Event Venue,2025-09-05,Friday,15,No,No,Yes,Sunny,26.3,Medium,63.5,Medium,10056,High,79
Hyderabad Exhibition Centre,Event Venue,2025-09-05,Friday,19,No,No,Yes,Cloudy,29.4,High,90.3,High,11907,Very High,154
Hyderabad Exhibition Centre,Event Venue,2025-09-06,Saturday,8,Yes,No,No,Sunny,31.4,Medium,24.9,Medium,2673,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-06,Saturday,11,Yes,No,No,Sunny,34.6,Medium,22.1,Medium,6422,Medium,36
Hyderabad Exhibition Centre,Event Venue,2025-09-06,Saturday,15,Yes,No,No,Rainy,28.0,High,54.3,Medium,9291,Medium,18
Hyderabad Exhibition Centre,Event Venue,2025-09-06,Saturday,19,Yes,No,No,Rainy,27.8,High,59.4,Low,13700,High,38
Hyderabad Exhibition Centre,Event Venue,2025-09-07,Sunday,8,Yes,No,No,Rainy,26.8,Medium,28.8,Low,2620,Medium,7
Hyderabad Exhibition Centre,Event Venue,2025-09-07,Sunday,11,Yes,No,No,Sunny,30.1,Medium,59.1,Low,5483,Medium,33
Hyderabad Exhibition Centre,Event Venue,2025-09-07,Sunday,15,Yes,No,No,Sunny,27.0,High,46.9,Medium,9371,High,59
Hyderabad Exhibition Centre,Event Venue,2025-09-07,Sunday,19,Yes,No,No,Sunny,28.8,High,84.5,High,11524,Very High,92
Hyderabad Exhibition Centre,Event Venue,2025-09-08,Monday,8,No,No,No,Sunny,30.5,Low,46.3,Medium,2500,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-08,Monday,11,No,No,No,Cloudy,27.9,Low,32.3,Low,5580,Medium,12
Hyderabad Exhibition Centre,Event Venue,2025-09-08,Monday,15,No,No,No,Cloudy,30.2,High,77.3,Medium,8224,High,76
Hyderabad Exhibition Centre,Event Venue,2025-09-08,Monday,19,No,No,No,Sunny,32.8,Medium,54.5,Medium,10041,High,53
Hyderabad Exhibition Centre,Event Venue,2025-09-09,Tuesday,8,No,No,No,Rainy,26.5,Low,22.6,Low,2181,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-09,Tuesday,11,No,No,No,Rainy,28.1,Low,47.5,Low,4867,Low,21
Hyderabad Exhibition Centre,Event Venue,2025-09-09,Tuesday,15,No,No,No,Rainy,31.8,Medium,61.8,Low,8459,Medium,33
Hyderabad Exhibition Centre,Event Venue,2025-09-09,Tuesday,19,No,No,No,Cloudy,26.2,High,59.7,High,10469,High,88
Hyderabad Exhibition Centre,Event Venue,2025-09-10,Wednesday,8,No,No,No,Sunny,30.3,Medium,24.7,Low,2016,Medium,24
Hyderabad Exhibition Centre,Event Venue,2025-09-10,Wednesday,11,No,No,No,Cloudy,26.1,Medium,59.7,Medium,5481,High,32
Hyderabad Exhibition Centre,Event Venue,2025-09-10,Wednesday,15,No,No,No,Rainy,30.3,Low,39.4,Medium,8384,Medium,52
Hyderabad Exhibition Centre,Event Venue,2025-09-10,Wednesday,19,No,No,No,Sunny,28.1,High,86.7,High,10535,Very High,136
Hyderabad Exhibition Centre,Event Venue,2025-09-11,Thursday,8,No,No,No,Sunny,27.9,Low,24.1,Low,2194,Low,17
Hyderabad Exhibition Centre,Event Venue,2025-09-11,Thursday,11,No,No,No,Cloudy,31.5,Medium,59.2,Medium,5503,High,42
Hyderabad Exhibition Centre,Event Venue,2025-09-11,Thursday,15,No,No,No,Rainy,28.7,Low,50.0,Medium,8031,High,23
Hyderabad Exhibition Centre,Event Venue,2025-09-11,Thursday,19,No,No,No,Rainy,27.1,Medium,99.6,High,10396,Very High,112
Hyderabad Exhibition Centre,Event Venue,2025-09-12,Friday,8,No,No,No,Sunny,32.0,Low,21.5,Low,2231,Low,18
Hyderabad Exhibition Centre,Event Venue,2025-09-12,Friday,11,No,No,No,Sunny,30.5,Medium,56.1,Medium,4831,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-09-12,Friday,15,No,No,No,Cloudy,27.0,High,86.5,High,8266,Very High,129
Hyderabad Exhibition Centre,Event Venue,2025-09-12,Friday,19,No,No,No,Sunny,27.8,High,64.1,Medium,11832,High,68
Hyderabad Exhibition Centre,Event Venue,2025-09-13,Saturday,8,Yes,No,No,Sunny,26.0,Low,37.7,Medium,2817,Low,12
Hyderabad Exhibition Centre,Event Venue,2025-09-13,Saturday,11,Yes,No,No,Sunny,28.0,Low,38.2,Medium,5803,Medium,10
Hyderabad Exhibition Centre,Event Venue,2025-09-13,Saturday,15,Yes,No,No,Cloudy,28.6,High,58.7,Medium,8660,High,74
Hyderabad Exhibition Centre,Event Venue,2025-09-13,Saturday,19,Yes,No,No,Rainy,28.6,Medium,63.6,Medium,12425,High,84
Hyderabad Exhibition Centre,Event Venue,2025-09-14,Sunday,8,Yes,No,No,Sunny,28.8,Medium,35.8,Medium,2576,Low,12
Hyderabad Exhibition Centre,Event Venue,2025-09-14,Sunday,11,Yes,No,No,Sunny,31.9,Medium,44.7,Medium,6258,Medium,42
Hyderabad Exhibition Centre,Event Venue,2025-09-14,Sunday,15,Yes,No,No,Rainy,27.8,High,66.9,Medium,9310,Medium,46
Hyderabad Exhibition Centre,Event Venue,2025-09-14,Sunday,19,Yes,No,No,Rainy,27.3,High,64.3,Medium,12484,High,70
Hyderabad Exhibition Centre,Event Venue,2025-09-15,Monday,8,No,No,No,Sunny,31.3,Medium,24.5,Low,2253,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-15,Monday,11,No,No,No,Sunny,29.7,Medium,38.4,Medium,4992,Medium,23
Hyderabad Exhibition Centre,Event Venue,2025-09-15,Monday,15,No,No,No,Sunny,28.3,Medium,54.1,Medium,8077,High,68
Hyderabad Exhibition Centre,Event Venue,2025-09-15,Monday,19,No,No,No,Cloudy,30.9,High,81.2,High,11743,Very High,114
Hyderabad Exhibition Centre,Event Venue,2025-09-16,Tuesday,8,No,No,No,Sunny,29.6,Low,13.8,Low,2083,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-09-16,Tuesday,11,No,No,No,Sunny,26.8,Medium,33.3,Medium,5002,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-09-16,Tuesday,15,No,No,No,Sunny,29.1,Medium,70.3,High,8399,High,76
Hyderabad Exhibition Centre,Event Venue,2025-09-16,Tuesday,19,No,No,No,Sunny,26.5,High,78.9,High,10303,Very High,100
Hyderabad Exhibition Centre,Event Venue,2025-09-17,Wednesday,8,No,No,No,Rainy,28.7,Medium,27.1,Low,2245,Low,11
Hyderabad Exhibition Centre,Event Venue,2025-09-17,Wednesday,11,No,No,No,Cloudy,24.7,Medium,33.3,Medium,4876,Medium,23
Hyderabad Exhibition Centre,Event Venue,2025-09-17,Wednesday,15,No,No,No,Cloudy,28.1,High,70.3,Medium,7677,Very High,105
Hyderabad Exhibition Centre,Event Venue,2025-09-17,Wednesday,19,No,No,No,Cloudy,28.3,High,82.5,High,11237,High,83
Hyderabad Exhibition Centre,Event Venue,2025-09-18,Thursday,8,No,No,No,Sunny,24.9,Low,16.1,Low,2370,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-18,Thursday,11,No,No,No,Sunny,27.4,Low,51.5,Medium,4938,Medium,28
Hyderabad Exhibition Centre,Event Venue,2025-09-18,Thursday,15,No,No,No,Cloudy,27.9,High,77.5,Medium,8276,Very High,83
Hyderabad Exhibition Centre,Event Venue,2025-09-18,Thursday,19,No,No,No,Rainy,28.4,Medium,34.1,Medium,10619,High,66
Hyderabad Exhibition Centre,Event Venue,2025-09-19,Friday,8,No,No,No,Rainy,26.4,Low,28.9,Low,2279,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-19,Friday,11,No,No,No,Sunny,27.7,Medium,51.9,Medium,5469,Medium,25
Hyderabad Exhibition Centre,Event Venue,2025-09-19,Friday,15,No,No,No,Cloudy,30.3,Medium,67.4,Medium,9067,High,56
Hyderabad Exhibition Centre,Event Venue,2025-09-19,Friday,19,No,No,No,Cloudy,26.0,High,62.5,Medium,12045,High,88
Hyderabad Exhibition Centre,Event Venue,2025-09-20,Saturday,8,Yes,No,No,Rainy,29.2,Low,20.4,Low,2638,Low,19
Hyderabad Exhibition Centre,Event Venue,2025-09-20,Saturday,11,Yes,No,No,Rainy,29.2,Low,28.0,Low,5852,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-09-20,Saturday,15,Yes,No,No,Sunny,26.8,High,67.7,Medium,10184,High,71
Hyderabad Exhibition Centre,Event Venue,2025-09-20,Saturday,19,Yes,No,No,Rainy,25.6,Medium,43.2,Medium,11548,High,43
Hyderabad Exhibition Centre,Event Venue,2025-09-21,Sunday,8,Yes,No,No,Sunny,30.0,Low,33.1,Medium,2755,Low,6
Hyderabad Exhibition Centre,Event Venue,2025-09-21,Sunday,11,Yes,No,No,Sunny,27.5,Medium,46.2,Medium,5638,High,18
Hyderabad Exhibition Centre,Event Venue,2025-09-21,Sunday,15,Yes,No,No,Sunny,25.7,Medium,74.5,Medium,8397,High,60
Hyderabad Exhibition Centre,Event Venue,2025-09-21,Sunday,19,Yes,No,No,Rainy,27.1,Medium,51.2,Medium,12742,High,68
Hyderabad Exhibition Centre,Event Venue,2025-09-22,Monday,8,No,No,No,Sunny,27.5,Low,31.9,Low,2450,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-22,Monday,11,No,No,No,Cloudy,27.5,Medium,37.3,Medium,4887,Medium,24
Hyderabad Exhibition Centre,Event Venue,2025-09-22,Monday,15,No,No,No,Cloudy,25.2,Medium,51.4,High,9052,High,59
Hyderabad Exhibition Centre,Event Venue,2025-09-22,Monday,19,No,No,No,Sunny,28.1,High,81.3,High,12153,Very High,155
Hyderabad Exhibition Centre,Event Venue,2025-09-23,Tuesday,8,No,No,No,Cloudy,29.1,Medium,32.1,Low,2318,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-23,Tuesday,11,No,No,No,Sunny,27.6,Low,30.6,Low,5390,Medium,18
Hyderabad Exhibition Centre,Event Venue,2025-09-23,Tuesday,15,No,No,No,Rainy,28.4,Medium,47.1,Medium,8146,Medium,35
Hyderabad Exhibition Centre,Event Venue,2025-09-23,Tuesday,19,No,No,No,Sunny,30.1,Medium,77.5,Medium,9483,Very High,97
Hyderabad Exhibition Centre,Event Venue,2025-09-24,Wednesday,8,No,No,No,Cloudy,28.1,Medium,25.8,Medium,2176,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-09-24,Wednesday,11,No,No,No,Sunny,26.3,Medium,34.6,Low,5208,Medium,21
Hyderabad Exhibition Centre,Event Venue,2025-09-24,Wednesday,15,No,No,No,Sunny,26.9,Medium,62.4,High,8490,High,62
Hyderabad Exhibition Centre,Event Venue,2025-09-24,Wednesday,19,No,No,No,Cloudy,27.9,High,73.9,High,11528,Very High,134
Hyderabad Exhibition Centre,Event Venue,2025-09-25,Thursday,8,No,No,No,Rainy,26.3,Low,16.1,Low,2181,Medium,5
Hyderabad Exhibition Centre,Event Venue,2025-09-25,Thursday,11,No,No,No,Sunny,27.1,Medium,57.3,Medium,5364,High,55
Hyderabad Exhibition Centre,Event Venue,2025-09-25,Thursday,15,No,No,No,Sunny,27.4,High,80.7,High,9018,Very High,120
Hyderabad Exhibition Centre,Event Venue,2025-09-25,Thursday,19,No,No,No,Sunny,27.0,High,82.8,High,10907,Very High,177
Hyderabad Exhibition Centre,Event Venue,2025-09-26,Friday,8,No,No,No,Sunny,27.9,Low,29.9,Low,2322,Low,5
Hyderabad Exhibition Centre,Event Venue,2025-09-26,Friday,11,No,No,No,Cloudy,26.4,Low,32.4,Medium,5501,Medium,47
Hyderabad Exhibition Centre,Event Venue,2025-09-26,Friday,15,No,No,No,Cloudy,29.3,Medium,74.8,High,8485,Very High,101
Hyderabad Exhibition Centre,Event Venue,2025-09-26,Friday,19,No,No,No,Sunny,25.4,High,70.2,High,11322,High,93
Hyderabad Exhibition Centre,Event Venue,2025-09-27,Saturday,8,Yes,No,No,Rainy,26.7,Low,28.3,Low,2642,Low,28
Hyderabad Exhibition Centre,Event Venue,2025-09-27,Saturday,11,Yes,No,No,Sunny,27.7,Medium,34.4,Low,6436,Medium,46
Hyderabad Exhibition Centre,Event Venue,2025-09-27,Saturday,15,Yes,No,No,Sunny,32.2,Medium,63.8,Medium,10201,High,48
Hyderabad Exhibition Centre,Event Venue,2025-09-27,Saturday,19,Yes,No,No,Rainy,25.4,Medium,64.4,Medium,11661,High,75
Hyderabad Exhibition Centre,Event Venue,2025-09-28,Sunday,8,Yes,No,No,Sunny,25.2,Medium,40.8,Low,2676,Low,29
Hyderabad Exhibition Centre,Event Venue,2025-09-28,Sunday,11,Yes,No,No,Sunny,25.3,Medium,58.4,Medium,6325,Medium,38
Hyderabad Exhibition Centre,Event Venue,2025-09-28,Sunday,15,Yes,No,No,Rainy,28.3,Medium,44.3,Medium,10430,High,39
Hyderabad Exhibition Centre,Event Venue,2025-09-28,Sunday,19,Yes,No,No,Rainy,30.2,Medium,42.7,Medium,13989,Medium,42
Hyderabad Exhibition Centre,Event Venue,2025-09-29,Monday,8,No,No,No,Rainy,22.4,Low,14.8,Low,2066,Low,26
Hyderabad Exhibition Centre,Event Venue,2025-09-29,Monday,11,No,No,No,Sunny,23.6,Medium,31.5,Medium,4393,Medium,31
Hyderabad Exhibition Centre,Event Venue,2025-09-29,Monday,15,No,No,No,Rainy,26.3,Low,34.2,Medium,7863,High,30
Hyderabad Exhibition Centre,Event Venue,2025-09-29,Monday,19,No,No,No,Sunny,27.8,High,73.5,High,10874,Very High,87
