Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Traffic,Parking_Percentage,Mobile_Density,Crowd_Level,Estimated_Waiting_Time,Online_Booking_Available,Booked_Visitors,Entry_Token_Available,Tokens_Issued,Public_Transport_Load,School_or_Office_Holiday,Place_Capacity_Indicator,Next_2_Hour_Crowd_Forecast,Next_2_Hour_Waiting_Time
Gachibowli Indoor Stadium,Stadium,2025-02-17,Monday,8,No,No,No,Sunny,Low,13,Low,Medium,45 minutes,Yes,339,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-17,Monday,11,No,No,No,Sunny,Medium,12,Low,Medium,45 minutes,Yes,336,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-17,Monday,15,No,No,No,Sunny,Medium,16,Low,Low,15 minutes,Yes,128,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-17,Monday,19,No,No,No,Rainy,Medium,41,Low,Low,15 minutes,Yes,203,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-18,Tuesday,8,No,No,No,Cloudy,Medium,32,Medium,Medium,45 minutes,Yes,396,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-18,Tuesday,11,No,No,No,Sunny,Low,42,Low,Medium,45 minutes,Yes,426,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-18,Tuesday,15,No,No,No,Cloudy,Low,20,Low,Low,15 minutes,Yes,140,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-18,Tuesday,19,No,No,No,Cloudy,Medium,18,Medium,Low,15 minutes,Yes,134,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-19,Wednesday,8,No,No,No,Cloudy,Low,29,Low,Medium,45 minutes,Yes,387,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-19,Wednesday,11,No,No,No,Cloudy,Medium,20,Low,Medium,45 minutes,Yes,360,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-19,Wednesday,15,No,No,No,Sunny,Medium,33,Medium,Low,15 minutes,Yes,179,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-19,Wednesday,19,No,No,No,Cloudy,Low,39,Medium,Low,15 minutes,Yes,197,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-20,Thursday,8,No,No,No,Cloudy,Medium,25,Medium,Medium,45 minutes,Yes,375,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-20,Thursday,11,No,No,No,Sunny,Medium,11,Medium,Medium,45 minutes,Yes,333,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-20,Thursday,15,No,No,No,Sunny,Low,13,Medium,Low,15 minutes,Yes,119,No,,Not Available,No,Below 30%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-02-20,Thursday,19,No,No,Yes,Cloudy,Medium,78,Medium,High,2 hours,Yes,1034,No,,Not Available,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-21,Friday,8,No,No,No,Sunny,Low,15,Low,Medium,45 minutes,Yes,345,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-21,Friday,11,No,No,No,Cloudy,Medium,37,Low,Medium,45 minutes,Yes,411,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-21,Friday,15,No,No,No,Cloudy,Low,37,Low,Low,15 minutes,Yes,191,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-21,Friday,19,No,No,No,Sunny,Medium,28,Low,Low,15 minutes,Yes,164,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-22,Saturday,8,Yes,No,No,Sunny,Medium,49,Medium,High,2 hours,Yes,947,No,,Not Available,No,60% to 85%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-02-22,Saturday,11,Yes,No,No,Sunny,Medium,77,High,High,2 hours,Yes,1031,No,,Not Available,No,60% to 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-22,Saturday,15,Yes,No,No,Sunny,Low,17,Low,Medium,45 minutes,Yes,351,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-22,Saturday,19,Yes,No,No,Rainy,Medium,44,Medium,Medium,45 minutes,Yes,432,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-23,Sunday,8,Yes,No,No,Cloudy,High,70,Medium,High,2 hours,Yes,1010,No,,Not Available,No,60% to 85%,Very High,4 hours
Gachibowli Indoor Stadium,Stadium,2025-02-23,Sunday,11,Yes,No,Yes,Cloudy,High,83,High,Very High,4 hours,Yes,2049,No,,Not Available,No,Above 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-23,Sunday,15,Yes,No,No,Sunny,Medium,25,Medium,Medium,45 minutes,Yes,375,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-23,Sunday,19,Yes,No,No,Sunny,High,61,High,Medium,45 minutes,Yes,483,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-24,Monday,8,No,No,No,Rainy,Medium,16,Medium,Low,15 minutes,Yes,128,No,,Not Available,No,Below 30%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-24,Monday,11,No,No,No,Cloudy,Low,36,Medium,Medium,45 minutes,Yes,408,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-24,Monday,15,No,No,No,Sunny,Medium,26,Low,Low,15 minutes,Yes,158,No,,Not Available,No,Below 30%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-02-24,Monday,19,No,No,Yes,Sunny,Medium,79,High,High,2 hours,Yes,1037,No,,Not Available,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-25,Tuesday,8,No,No,No,Cloudy,Low,36,Medium,Medium,45 minutes,Yes,408,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-25,Tuesday,11,No,No,No,Sunny,Medium,40,Low,Medium,45 minutes,Yes,420,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-25,Tuesday,15,No,No,No,Sunny,Medium,39,Low,Low,15 minutes,Yes,197,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-25,Tuesday,19,No,No,No,Sunny,Medium,12,Low,Low,15 minutes,Yes,116,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-26,Wednesday,8,No,No,No,Sunny,Medium,43,Low,Medium,45 minutes,Yes,429,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-26,Wednesday,11,No,No,No,Rainy,Low,42,Low,Low,15 minutes,Yes,206,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-26,Wednesday,15,No,No,No,Sunny,Medium,34,Low,Low,15 minutes,Yes,182,No,,Not Available,No,Below 30%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-02-26,Wednesday,19,No,No,Yes,Cloudy,High,64,High,High,2 hours,Yes,992,No,,Not Available,No,60% to 85%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-27,Thursday,8,No,No,No,Sunny,Low,26,Low,Medium,45 minutes,Yes,378,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-27,Thursday,11,No,No,No,Cloudy,Low,12,Low,Medium,45 minutes,Yes,336,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-27,Thursday,15,No,No,No,Sunny,Low,19,Medium,Low,15 minutes,Yes,137,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-27,Thursday,19,No,No,No,Cloudy,Low,24,Low,Low,15 minutes,Yes,152,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-02-28,Friday,8,No,No,No,Cloudy,Medium,43,Medium,Medium,45 minutes,Yes,429,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-28,Friday,11,No,No,No,Sunny,Low,29,Low,Medium,45 minutes,Yes,387,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-28,Friday,15,No,No,No,Sunny,Medium,11,Medium,Low,15 minutes,Yes,113,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-02-28,Friday,19,No,No,No,Cloudy,Low,19,Low,Low,15 minutes,Yes,137,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-01,Saturday,8,Yes,No,No,Sunny,Medium,70,Medium,High,2 hours,Yes,1010,No,,Not Available,No,60% to 85%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-03-01,Saturday,11,Yes,No,No,Sunny,Medium,76,High,High,2 hours,Yes,1028,No,,Not Available,No,60% to 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-01,Saturday,15,Yes,No,No,Cloudy,Medium,11,Low,Medium,45 minutes,Yes,333,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-01,Saturday,19,Yes,No,No,Sunny,Medium,45,Medium,Medium,45 minutes,Yes,435,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-02,Sunday,8,Yes,No,No,Sunny,High,75,Medium,High,2 hours,Yes,1025,No,,Not Available,No,60% to 85%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-03-02,Sunday,11,Yes,No,No,Sunny,High,71,High,High,2 hours,Yes,1013,No,,Not Available,No,60% to 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-02,Sunday,15,Yes,No,No,Sunny,Medium,32,Medium,Medium,45 minutes,Yes,396,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-02,Sunday,19,Yes,No,No,Sunny,Medium,66,Medium,Medium,45 minutes,Yes,498,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-03,Monday,8,No,No,No,Sunny,Low,21,Medium,Medium,45 minutes,Yes,363,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-03,Monday,11,No,No,No,Sunny,Medium,14,Low,Medium,45 minutes,Yes,342,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-03,Monday,15,No,No,No,Sunny,Medium,32,Medium,Low,15 minutes,Yes,176,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-03,Monday,19,No,No,No,Rainy,Medium,21,Low,Low,15 minutes,Yes,143,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-04,Tuesday,8,No,No,No,Sunny,Low,36,Low,Medium,45 minutes,Yes,408,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-04,Tuesday,11,No,No,No,Cloudy,Medium,42,Medium,Medium,45 minutes,Yes,426,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-04,Tuesday,15,No,No,No,Cloudy,Medium,27,Low,Low,15 minutes,Yes,161,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-04,Tuesday,19,No,No,No,Cloudy,Low,22,Medium,Low,15 minutes,Yes,146,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-05,Wednesday,8,No,No,No,Rainy,Medium,37,Low,Low,15 minutes,Yes,191,No,,Not Available,No,Below 30%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-05,Wednesday,11,No,No,No,Sunny,Medium,12,Low,Medium,45 minutes,Yes,336,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-05,Wednesday,15,No,No,No,Rainy,Medium,15,Low,Low,15 minutes,Yes,125,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-05,Wednesday,19,No,No,No,Rainy,Medium,42,Medium,Low,15 minutes,Yes,206,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-06,Thursday,8,No,No,No,Cloudy,Low,35,Medium,Medium,45 minutes,Yes,405,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-06,Thursday,11,No,No,No,Cloudy,Medium,41,Medium,Medium,45 minutes,Yes,423,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-06,Thursday,15,No,No,No,Sunny,Low,22,Low,Low,15 minutes,Yes,146,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-06,Thursday,19,No,No,No,Sunny,Low,15,Medium,Low,15 minutes,Yes,125,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-07,Friday,8,No,No,No,Cloudy,Low,17,Medium,Medium,45 minutes,Yes,351,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-07,Friday,11,No,No,No,Cloudy,Medium,20,Medium,Medium,45 minutes,Yes,360,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-07,Friday,15,No,No,No,Cloudy,Medium,15,Low,Low,15 minutes,Yes,125,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-07,Friday,19,No,No,No,Cloudy,Medium,22,Low,Low,15 minutes,Yes,146,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-08,Saturday,8,Yes,No,No,Sunny,Medium,76,Medium,High,2 hours,Yes,1028,No,,Not Available,No,60% to 85%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-03-08,Saturday,11,Yes,No,No,Sunny,Medium,45,High,High,2 hours,Yes,935,No,,Not Available,No,60% to 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-08,Saturday,15,Yes,No,No,Cloudy,Medium,44,Low,Medium,45 minutes,Yes,432,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-08,Saturday,19,Yes,No,No,Sunny,Medium,75,High,Medium,45 minutes,Yes,525,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-09,Sunday,8,Yes,No,No,Sunny,High,49,Medium,High,2 hours,Yes,947,No,,Not Available,No,60% to 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-09,Sunday,11,Yes,No,No,Rainy,High,79,Medium,Medium,45 minutes,Yes,537,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-09,Sunday,15,Yes,No,No,Cloudy,Low,17,Low,Medium,45 minutes,Yes,351,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-09,Sunday,19,Yes,No,No,Sunny,High,55,Medium,Medium,45 minutes,Yes,465,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-10,Monday,8,No,No,No,Cloudy,Low,32,Medium,Medium,45 minutes,Yes,396,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-10,Monday,11,No,No,No,Sunny,Medium,43,Medium,Medium,45 minutes,Yes,429,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-10,Monday,15,No,No,No,Rainy,Medium,29,Medium,Low,15 minutes,Yes,167,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-10,Monday,19,No,No,No,Cloudy,Low,40,Low,Low,15 minutes,Yes,200,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-11,Tuesday,8,No,No,No,Sunny,Medium,38,Medium,Medium,45 minutes,Yes,414,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-11,Tuesday,11,No,No,No,Cloudy,Low,36,Medium,Medium,45 minutes,Yes,408,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-11,Tuesday,15,No,No,No,Sunny,Low,30,Low,Low,15 minutes,Yes,170,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-11,Tuesday,19,No,No,No,Sunny,Low,13,Low,Low,15 minutes,Yes,119,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-12,Wednesday,8,No,No,No,Rainy,Medium,44,Low,Low,15 minutes,Yes,212,No,,Not Available,No,Below 30%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-12,Wednesday,11,No,No,No,Sunny,Medium,18,Low,Medium,45 minutes,Yes,354,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-12,Wednesday,15,No,No,No,Rainy,Low,36,Low,Low,15 minutes,Yes,188,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-12,Wednesday,19,No,No,No,Sunny,Medium,11,Medium,Low,15 minutes,Yes,113,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-13,Thursday,8,No,No,No,Sunny,Medium,25,Low,Medium,45 minutes,Yes,375,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-13,Thursday,11,No,No,No,Sunny,Low,25,Low,Medium,45 minutes,Yes,375,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-13,Thursday,15,No,No,No,Sunny,Low,42,Medium,Low,15 minutes,Yes,206,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-13,Thursday,19,No,No,No,Cloudy,Medium,35,Low,Low,15 minutes,Yes,185,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-14,Friday,8,No,No,No,Sunny,Medium,30,Medium,Medium,45 minutes,Yes,390,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-14,Friday,11,No,No,No,Sunny,Low,15,Medium,Medium,45 minutes,Yes,345,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-14,Friday,15,No,No,No,Rainy,Medium,26,Medium,Low,15 minutes,Yes,158,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-14,Friday,19,No,No,No,Cloudy,Low,23,Low,Low,15 minutes,Yes,149,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-15,Saturday,8,Yes,No,No,Cloudy,Medium,65,Medium,High,2 hours,Yes,995,No,,Not Available,No,60% to 85%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-03-15,Saturday,11,Yes,No,No,Sunny,High,49,High,High,2 hours,Yes,947,No,,Not Available,No,60% to 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-15,Saturday,15,Yes,No,No,Cloudy,Medium,22,Medium,Medium,45 minutes,Yes,366,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-15,Saturday,19,Yes,No,No,Cloudy,High,57,High,Medium,45 minutes,Yes,471,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-16,Sunday,8,Yes,No,No,Sunny,Medium,78,High,High,2 hours,Yes,1034,No,,Not Available,No,60% to 85%,High,2 hours
Gachibowli Indoor Stadium,Stadium,2025-03-16,Sunday,11,Yes,No,No,Cloudy,Medium,54,High,High,2 hours,Yes,962,No,,Not Available,No,60% to 85%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-16,Sunday,15,Yes,No,No,Sunny,Medium,31,Low,Medium,45 minutes,Yes,393,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-16,Sunday,19,Yes,No,No,Sunny,Medium,70,High,Medium,45 minutes,Yes,510,No,,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-17,Monday,8,No,No,No,Sunny,Low,16,Medium,Medium,45 minutes,Yes,348,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-17,Monday,11,No,No,No,Cloudy,Medium,40,Low,Medium,45 minutes,Yes,420,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-17,Monday,15,No,No,No,Sunny,Low,14,Low,Low,15 minutes,Yes,122,No,,Not Available,No,Below 30%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-17,Monday,19,No,No,No,Cloudy,Low,26,Medium,Low,15 minutes,Yes,158,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-18,Tuesday,8,No,No,No,Rainy,Low,44,Medium,Low,15 minutes,Yes,212,No,,Not Available,No,Below 30%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-18,Tuesday,11,No,No,No,Sunny,Low,36,Medium,Medium,45 minutes,Yes,408,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-18,Tuesday,15,No,No,Yes,Cloudy,High,78,Medium,Medium,45 minutes,Yes,534,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-18,Tuesday,19,No,No,No,Sunny,Low,32,Medium,Low,15 minutes,Yes,176,No,,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Gachibowli Indoor Stadium,Stadium,2025-03-19,Wednesday,8,No,No,No,Cloudy,Low,27,Medium,Medium,45 minutes,Yes,381,No,,Not Available,No,30% to 60%,Medium,45 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-19,Wednesday,11,No,No,No,Cloudy,Medium,42,Medium,Medium,45 minutes,Yes,426,No,,Not Available,No,30% to 60%,Low,15 minutes
Gachibowli Indoor Stadium,Stadium,2025-03-19,Wednesday,15,No,No,No,Sunny,Medium,22,Medium,Low,15 minutes,Yes,146,No,,Not Available,No,Below 30%,Low,15 minutes
